id;ranking_genero;titulo;precio;editorial;genero;idioma;numero_paginas;encuadernacion;fecha_lanzamiento;año_de_edicion;img_portada;autor_id
287;nr87;LA TORMENTA (DARK VERSE 2);19,90;B;Novela romántica;Castellano;336;Tapa blanda;24/10/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/36/9788466679336.webp;80
288;nr88;CUANDO NO QUEDEN MAS ESTRELLAS QUE CONTAR;17,95;Crossbooks;Novela romántica;Castellano;472;Tapa blanda;25/08/2021;2021;https://imagessl2.casadellibro.com/a/l/s7/72/9788408245872.webp;146
289;nr89;LA HIPOTESIS DEL AMOR;20,50;Contraluz Editorial;Novela romántica;Castellano;488;Tapa blanda;17/03/2022;2022;https://imagessl2.casadellibro.com/a/l/s7/82/9788418945182.webp;128
290;nr90;HEREDERA ROBADA (HERENCIA BRUTAL 2);19,95;Montena;Novela romántica;Castellano;336;Tapa blanda;14/05/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/78/9788410395978.webp;164
291;nr91;LA LUZ MÁS BRILLANTE DEL CIELO;20,90;Rba Libros;Novela romántica;Castellano;456;Tapa blanda;05/02/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/23/9788411329323.webp;165
293;nr93;LA CASA DE LAS TORTITAS DE FRESA;19,90;Harpercollins;Novela romántica;Castellano;304;Tapa blanda;11/06/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/80/9788419809780.webp;167
294;nr94;UN LUGAR EN EL DESORDEN;16,90;Grupo Ediciones Kiwi;Novela romántica;Castellano;480;Tapa blanda;21/05/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/91/9788410479791.webp;168
295;nr95;TIZIANO, LA DECISION DEL CAPO VOL. I;19,90;Entre Libros Editorial;Novela romántica;Castellano;538;Tapa blanda;03/02/2022;2022;https://imagessl4.casadellibro.com/a/l/s7/94/9788418748394.webp;169
296;nr96;HEARTLESS: SIN LÍMITES (EDICIÓN ESPECIAL LIMITADA);23,95;Contraluz Editorial;Novela romántica;Castellano;432;Tapa blanda;13/02/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/99/9788419822499.webp;123
298;nr98;HERMOSA RENDICIÓN;24,00;Dejavu Ediciones;Novela romántica;Castellano;448;Tapa blanda;10/10/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/12/9789801842712.webp;171
299;nr99;PRÍNCIPE BRUTAL (HERENCIA BRUTAL 1);19,95;Montena;Novela romántica;Castellano;320;Tapa blanda;10/04/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/61/9788410395961.webp;164
300;nr100;SOLO PARA SIEMPRE;21,90;Roca Editorial;Novela romántica;Castellano;400;Tapa blanda;30/04/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/34/9788410442634.webp;172
301;nh1;LOS TRES MUNDOS (SERIE JULIO CÉSAR 3);25,90;B;Novela histórica;Castellano;992;Tapa dura;21/10/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/01/9788466682701.webp;173
302;nh2;EN EL AMOR Y EN LA GUERRA (LA CATEDRAL DEL MAR 3);24,90;Grijalbo;Novela histórica;Castellano;768;Tapa dura;18/02/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/75/9788425369575.webp;174
303;nh3;LA PINTORA DE LA LUZ;23,90;B;Novela histórica;Castellano;576;Tapa dura;27/03/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/78/9788466681278.webp;175
304;nh4;LA TOFFANA;22,90;Espasa;Novela histórica;Castellano;544;Tapa dura;09/04/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/56/9788467076356.webp;176
305;nh5;EL ESPAÑOL;24,90;Grijalbo;Novela histórica;Castellano;592;Tapa dura;08/05/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/88/9788425369988.webp;177
306;nh6;EL CÍRCULO DE LOS DÍAS;24,90;Plaza & Janes;Novela histórica;Castellano;768;Tapa dura;23/09/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/11/9788401036811.webp;178
307;nh7;PELAYO;22,90;Espasa;Novela histórica;Castellano;696;Tapa dura;07/05/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/90/9788467076790.webp;179
308;nh8;DUEÑOS DEL MUNDO;24,90;Harpercollins;Novela histórica;Castellano;576;Tapa dura;26/02/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/48/9788410642348.webp;180
309;nh9;LA DAMA DE LA CARTUJA;22,90;B;Novela histórica;Castellano;512;Tapa dura;23/05/2024;2024;https://imagessl7.casadellibro.com/a/l/s7/67/9788466678667.webp;175
310;nh10;LOS HEREDEROS DE LA TIERRA;24,90;Grijalbo;Novela histórica;Castellano;896;Tapa dura;31/08/2016;2016;https://imagessl6.casadellibro.com/a/l/s7/36/9788425354236.webp;174
311;nh11;SCARAMOUCHE (COLECCION ZENDA);21,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;512;Tapa blanda;11/06/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/02/9788435055802.webp;181
312;nh12;LA BIBLIOTECA DE LA NIEBLA;22,90;Editorial Planeta;Novela histórica;Castellano;608;Tapa dura;04/06/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/68/9788408304968.webp;182
313;nh13;YO, TEMPLARIO;22,90;Istoria;Novela histórica;Castellano;448;Tapa dura;25/06/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/48/9791387714048.webp;183
314;nh14;INGRATA PATRIA;22,90;Espasa;Novela histórica;Castellano;408;Tapa blanda;04/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/79/9788467077179.webp;184
315;nh15;LA MANO NEGRA;22,90;Istoria;Novela histórica;Castellano;608;Tapa dura;21/05/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/24/9791387714024.webp;185
316;nh16;GORRIONES Y HALCONES;26,00;Ediciones del Viento, S.L.;Novela histórica;Castellano;744;Tapa blanda;28/10/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/61/9788418227561.webp;186
317;nh17;EL APRENDIZ DE GAUDÍ;22,90;La Esfera de los Libros, S.L.;Novela histórica;Castellano;344;Tapa blanda;21/05/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/42/9788410940642.webp;187
318;nh18;EL CANTAR DEL NORTE (PREMIO NARRATIVAS HISTORICAS EDHASA 2025);22,50;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;336;Tapa dura;02/04/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/43/9788435064743.webp;188
319;nh19;EL ESCALÓN 33;24,90;B;Novela histórica;Castellano;496;Tapa dura;10/04/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/65/9788466681865.webp;189
320;nh20;(PE) EL TREN DE LOS LOCOS;5,95;Harpercollins;Novela histórica;Castellano;352;Tapa blanda;10/11/2021;2021;https://imagessl8.casadellibro.com/a/l/s7/68/9788491397168.webp;190
321;nh21;(PE) LA BUENA MUERTE;5,95;Almuzara;Novela histórica;Castellano;320;Tapa blanda;06/05/2016;2016;https://imagessl1.casadellibro.com/a/l/s7/41/9788416392841.webp;191
322;nh22;GERMÁNICO;21,90;Grijalbo;Novela histórica;Castellano;240;Tapa dura;10/04/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/21/9788425369421.webp;192
323;nh23;MALDITA ROMA (SERIE JULIO CESAR 2);24,90;B;Novela histórica;Castellano;896;Tapa dura;14/11/2023;2023;https://imagessl4.casadellibro.com/a/l/s7/64/9788466676564.webp;173
324;nh24;JAQUE A LA REINA;16,90;Harper Bolsillo;Novela histórica;Castellano;320;Tapa blanda;21/05/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/59/9788419802859.webp;180
325;nh25;TIERRA SIN REY;24,90;B;Novela histórica;Castellano;496;Tapa dura;17/07/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/84/9788466669184.webp;189
326;nh26;LA BIBLIOTECA DE CÓRDOBA;23,90;B;Novela histórica;Castellano;560;Tapa dura;23/01/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/00/9788466680400.webp;193
327;nh27;LA DIVA;23,90;Plaza & Janes;Novela histórica;Castellano;568;Tapa dura;03/04/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/84/9788401035784.webp;194
328;nh28;ROMA SOY YO (SERIE JULIO CESAR 1);24,90;B;Novela histórica;Castellano;752;Tapa dura;05/04/2022;2022;https://imagessl1.casadellibro.com/a/l/s7/81/9788466671781.webp;173
329;nh29;EL HIJO DEL CONSUL (TRILOGIA AFRICANUS 1);24,90;B;Novela histórica;Castellano;720;Tapa dura;13/09/2018;2018;https://imagessl4.casadellibro.com/a/l/s7/04/9788466664004.webp;173
330;nh30;INVENCIBLE;23,90;Grijalbo;Novela histórica;Castellano;448;Tapa dura;16/01/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/28/9788425369728.webp;195
331;nh31;LOS CUATRO PILARES;22,95;Ediciones Pàmies;Novela histórica;Castellano;416;Tapa blanda;12/05/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/82/9788410070882.webp;196
332;nh32;HIJOS DE LA LUNA;23,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;576;Tapa dura;11/06/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/36/9788435064736.webp;197
333;nh33;VIKINGOS;23,90;Espasa;Novela histórica;Castellano;632;Tapa dura;07/05/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/83/9788467077483.webp;198
334;nh34;EL GUERRERO A LA SOMBRA DEL CEREZO;21,90;Suma;Novela histórica;Castellano;736;Tapa blanda;27/04/2017;2017;https://imagessl5.casadellibro.com/a/l/s7/05/9788491291305.webp;199
335;nh35;DE PARTE DE LA PRINCESA MUERTA;23,90;Espasa;Novela histórica;Castellano;592;Tapa dura;31/01/2017;2017;https://imagessl5.casadellibro.com/a/l/s7/75/9788467049275.webp;200
337;nh37;LOS NUEVE REINOS;22,90;Alfaguara;Novela histórica;Castellano;576;Tapa blanda;23/05/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/28/9788420477428.webp;10
338;nh38;MEMORIAS DE ADRIANO;22,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;276;Tapa dura;30/09/1999;1999;https://imagessl8.casadellibro.com/a/l/s7/28/9788435005128.webp;201
339;nh39;PRESENTES;20,90;Alfaguara;Novela histórica;Castellano;328;Tapa blanda;12/09/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/01/9788420479101.webp;202
340;nh40;LOS PILARES DE LA TIERRA;25,90;Plaza & Janes;Novela histórica;Castellano;1040;Tapa dura;08/01/2001;2001;https://imagessl0.casadellibro.com/a/l/s7/10/9788401328510.webp;178
341;nh41;SIDI;21,90;Alfaguara;Novela histórica;Castellano;376;Tapa dura;18/09/2019;2019;https://imagessl3.casadellibro.com/a/l/s7/73/9788420435473.webp;203
342;nh42;EL CLAN DEL OSO CAVERNARIO;19,90;Maeva Ediciones;Novela histórica;Castellano;576;Tapa blanda;02/10/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/91/9788410260191.webp;204
343;nh43;LOS LIBROS DE JACOB;29,90;Editorial Anagrama S.A.U.;Novela histórica;Castellano;1072;Tapa blanda;15/02/2023;2023;https://imagessl4.casadellibro.com/a/l/s7/04/9788433901804.webp;205
344;nh44;LAS LEGIONES MALDITAS (TRILOGIA AFRICANUS 2);24,90;B;Novela histórica;Castellano;864;Tapa dura;13/09/2018;2018;https://imagessl1.casadellibro.com/a/l/s7/91/9788466663991.webp;173
345;nh45;EL TABLERO DE LA REINA;22,90;B;Novela histórica;Castellano;624;Tapa dura;23/02/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/87/9788466673587.webp;189
346;nh46;LA CATEDRAL DEL MAR;24,90;Grijalbo;Novela histórica;Castellano;672;Tapa dura;02/01/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/86/9788425367786.webp;174
347;nh47;ESA DAMA;26,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;348;Tapa blanda;30/11/1986;1986;https://imagessl8.casadellibro.com/a/l/s7/58/9788435005258.webp;206
348;nh48;SHOGUN;14,95;Debolsillo;Novela histórica;Castellano;1128;Tapa blanda;05/03/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/76/9788466376976.webp;207
349;nh49;TE HE LLAMADO POR TU NOMBRE;23,90;Suma;Novela histórica;Castellano;560;Tapa dura;07/11/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/99/9788491294399.webp;208
350;nh50;LA ARMADURA DE LA LUZ (SAGA LOS PILARES DE LA TIERRA 4);24,90;Plaza & Janes;Novela histórica;Castellano;832;Tapa dura;26/09/2023;2023;https://imagessl0.casadellibro.com/a/l/s7/30/9788401030130.webp;178
351;nh51;ULTIMA ROMA;22,00;Kokapeli;Novela histórica;Castellano;538;Tapa blanda;01/09/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/58/9788412517958.webp;209
352;nh52;MALEIDA ROMA (SERIE JULI CESAR 2);24,90;Rosa Dels Vents;Novela histórica;Catalán;880;Tapa dura;14/11/2023;2023;https://imagessl3.casadellibro.com/a/l/s7/23/9788419259523.webp;173
353;nh53;LA GUERRA DEL FIN DEL MUNDO;24,90;Alfaguara;Novela histórica;Castellano;824;Tapa blanda;26/10/2023;2023;https://imagessl9.casadellibro.com/a/l/s7/69/9788420476469.webp;210
354;nh54;UN MUNDO SIN FIN (SAGA LOS PILARES DE LA TIERRA 2);25,90;Plaza & Janes;Novela histórica;Castellano;1184;Tapa dura;06/07/2017;2017;https://imagessl9.casadellibro.com/a/l/s7/09/9788401019609.webp;178
355;nh55;EL MAPA DE UN MUNDO NUEVO;23,90;B;Novela histórica;Castellano;672;Tapa dura;27/08/2024;2024;https://imagessl4.casadellibro.com/a/l/s7/14/9788466679114.webp;189
356;nh56;PECADO NEFANDO;23,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;432;Tapa dura;21/05/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/06/9788435064606.webp;211
357;nh57;TIBERIO GRACO. TRIBUNO DE ROMA;26,95;Desperta Ferro Ediciones;Novela histórica;Castellano;720;Tapa blanda;28/05/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/49/9788412981049.webp;212
358;nh58;CRISTINA, HIJA DE LAVRANS VOL. I;20,00;Ediciones Encuentro, S.A.;Novela histórica;Castellano;320;Tapa blanda;25/04/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/18/9788413392318.webp;213
359;nh59;EL DIOS QUE HABITA LA ESPADA (PREMIO NARRATIVAS HISTORICAS EDHASA 2021);21,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;528;Tapa dura;25/03/2021;2021;https://imagessl7.casadellibro.com/a/l/s7/77/9788435063777.webp;179
360;nh60;LAS TINIEBLAS Y EL ALBA (SAGA LOS PILARES DE LA TIERRA PRECUELA);25,90;Plaza & Janes;Novela histórica;Castellano;936;Tapa dura;15/09/2020;2020;https://imagessl6.casadellibro.com/a/l/s7/76/9788401022876.webp;178
361;nh61;EL ENEMIGO DE JULIO CESAR (SERIE DICTATOR 2);5,95;Espasa;Novela histórica;Castellano;496;Tapa dura;18/01/2023;2023;https://imagessl2.casadellibro.com/a/l/s7/72/9788467068672.webp;214
362;nh62;EL NOMBRE DE LA ROSA;24,90;Lumen;Novela histórica;Castellano;752;Tapa dura;24/07/2015;2015;https://imagessl8.casadellibro.com/a/l/s7/68/9788426403568.webp;215
363;nh63;LA DUQUESA SALVAJE;22,90;La Esfera de los Libros, S.L.;Novela histórica;Castellano;320;Tapa blanda;07/05/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/35/9788410940635.webp;216
364;nh64;CRISTINA, HIJA DE LAVRANS VOL. II;20,00;Ediciones Encuentro, S.A.;Novela histórica;Castellano;452;Tapa blanda;25/04/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/25/9788413392325.webp;213
365;nh65;EL ENIGMA QUE BROTÓ DEL FUEGO;24,95;Almuzara;Novela histórica;Castellano;328;Tapa blanda;03/06/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/52/9788410527652.webp;217
367;nh67;CRISTINA, HIJA DE LAVRANS VOL. III;20,00;Ediciones Encuentro, S.A.;Novela histórica;Castellano;476;Tapa blanda;25/04/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/32/9788413392332.webp;213
368;nh68;QUAN S ALLUNYI LA TEMPESTA;23,00;Columna Cat;Novela histórica;Catalán;520;Tapa dura;04/06/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/91/9788466433891.webp;218
369;nh69;LA CACERIA;18,90;Alfaguara;Novela histórica;Castellano;240;Tapa blanda;13/06/2012;2012;https://imagessl4.casadellibro.com/a/l/s7/34/9788420402734.webp;219
370;nh70;LA CENA SECRETA;21,90;Editorial Planeta;Novela histórica;Castellano;368;Tapa dura;02/10/2014;2014;https://imagessl1.casadellibro.com/a/l/s7/11/9788408107811.webp;25
371;nh71;BOMARZO;23,50;Seix Barral;Novela histórica;Castellano;680;Tapa blanda;06/03/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/01/9788432243301.webp;220
372;nh72;EL AÑO DE LA REPÚBLICA;15,90;Harper Bolsillo;Novela histórica;Castellano;640;Tapa blanda bolsillo;03/04/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/55/9788419809155.webp;180
373;nh73;EL NACIMIENTO DE UN GUERRERO. TIEMPO DE ESPADAS I;24,50;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;576;Tapa dura;29/05/2024;2024;https://imagessl7.casadellibro.com/a/l/s7/17/9788435064217.webp;221
374;nh74;LA HERMANDAD DE LA SÁBANA SANTA;22,90;Plaza & Janes;Novela histórica;Castellano;496;Tapa dura;08/04/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/96/9788401035296.webp;222
375;nh75;ASÍ EN LA GUERRA COMO EN LA PAZ;5,95;Espasa;Novela histórica;Castellano;344;Tapa blanda;15/03/2023;2023;https://imagessl6.casadellibro.com/a/l/s7/76/9788467067576.webp;223
376;nh76;REINA DE SANGRE;19,95;Almuzara;Novela histórica;Castellano;320;Tapa blanda;25/06/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/56/9788410521056.webp;224
377;nh77;A LOMOS DEL TIGRE;22,00;Galaxia Gutenberg, S.L.;Novela histórica;Castellano;336;Tapa blanda;18/09/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/88/9788410107588.webp;225
378;nh78;EL FAR DE LES RAMBLES;23,90;La Campana;Novela histórica;Catalán;480;Tapa blanda;06/03/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/13/9788419836113.webp;226
379;nh79;EL LAZO DE PÚRPURA;23,90;Istoria;Novela histórica;Castellano;976;Tapa dura;25/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/09/9791387714109.webp;227
380;nh80;LOS NIÑOS DE ALTAMAR;19,90;Lumen;Novela histórica;Castellano;192;Tapa blanda;13/03/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/83/9788426431783.webp;228
381;nh81;LA CACERIA;18,90;Alfaguara;Novela histórica;Castellano;240;Tapa blanda;13/06/2012;2012;https://imagessl4.casadellibro.com/a/l/s7/34/9788420402734.webp;219
382;nh82;PENELOPE;22,90;B;Novela histórica;Castellano;448;Tapa blanda;14/11/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/85/9788466679985.webp;229
383;nh83;LAS CUATRO PLUMAS (COLECCION ZENDA);19,50;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;432;Tapa blanda;12/01/2022;2022;https://imagessl2.casadellibro.com/a/l/s7/42/9788435055642.webp;230
384;nh84;LA LEYENDA DEL LADRON;23,90;B;Novela histórica;Castellano;656;Tapa dura;11/11/2021;2021;https://imagessl1.casadellibro.com/a/l/s7/51/9788466670951.webp;29
385;nh85;EL MERCADER DE LIBROS;22,90;B;Novela histórica;Castellano;608;Tapa dura;12/03/2020;2020;https://imagessl5.casadellibro.com/a/l/s7/05/9788466667005.webp;189
386;nh86;ESTUCHE SAGA JULIA DOMNA (YO, JULIA + Y JULIA RETO A LOS DIOSES);47,80;Editorial Planeta;Novela histórica;Castellano;1496;Tapa dura;17/11/2020;2020;https://imagessl8.casadellibro.com/a/l/s7/68/9788408225768.webp;203
387;nh87;CIVILIZACIONES;21,00;Seix Barral;Novela histórica;Castellano;448;Tapa blanda;08/09/2020;2020;https://imagessl0.casadellibro.com/a/l/s7/10/9788432237010.webp;231
388;nh88;ANIMALES DE LA SABANA;16,90;Harper Bolsillo;Novela histórica;Castellano;768;Tapa dura;10/03/2021;2021;https://imagessl4.casadellibro.com/a/l/s7/04/9788418623004.webp;232
389;nh89;LA LEGION PERDIDA (TRILOGIA DE TRAJANO 3);24,90;Editorial Planeta;Novela histórica;Castellano;1152;Tapa dura;23/02/2016;2016;https://imagessl1.casadellibro.com/a/l/s7/81/9788408151081.webp;173
390;nh90;47 RONIN: LA HISTORIA DE LOS LEALES SAMURARIS DE AKO;19,00;Satori Ediciones;Novela histórica;Castellano;432;Tapa blanda;23/01/2017;2017;https://imagessl5.casadellibro.com/a/l/s7/75/9788494578175.webp;233
391;nh91;AMANECERES EN YENÍN;25,95;Boldletters;Novela histórica;Castellano;396;Tapa blanda;30/10/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/78/9788418246678.webp;234
392;nh92;TIBERIO GRACO. TRIBUNO DE LAS LEGIONES;26,95;Desperta Ferro Ediciones;Novela histórica;Castellano;792;Tapa blanda;02/10/2024;2024;https://imagessl4.casadellibro.com/a/l/s7/94/9788412815894.webp;212
394;nh94;YO, CLAUDIO;28,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;640;Tapa dura;30/08/2012;2012;https://imagessl9.casadellibro.com/a/l/s7/19/9788435062619.webp;236
395;nh95;EL VELLOCINO DE ORO;23,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;672;Tapa blanda;10/01/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/39/9788435064439.webp;236
396;nh96;CAPITAN DE NAVIO (SERIE AUBREY-MATURIN 2);22,00;Editora y Distribuidora Hispano Americana, S.A.;Novela histórica;Castellano;576;Tapa blanda;04/10/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/47/9788435064347.webp;237
397;nh97;LA SANGRE DEL PADRE (FINALISTA PREMIO PLANETA 2023);22,90;Editorial Planeta;Novela histórica;Castellano;608;Tapa dura;08/11/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/87/9788408280187.webp;238
398;nh98;ROJO AMANECER EN LEPANTO;13,95;B de Bolsillo;Novela histórica;Castellano;384;Tapa blanda bolsillo;02/11/2023;2023;https://imagessl2.casadellibro.com/a/l/s7/82/9788413148182.webp;189
399;nh99;LAS MIRADAS DE MEDUSA;22,00;Salamandra;Novela histórica;Castellano;384;Tapa blanda;19/09/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/25/9788419456625.webp;239
400;nh100;LES NOIES DE SANTS;22,90;Columna Cat;Novela histórica;Catalán;504;Tapa dura;04/09/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/76/9788466432276.webp;240
401;nf1;EL SEÑOR DE LOS ANILLOS. EDICIÓN ILUSTRADA POR EL AUTOR;69,95;Minotauro;Novela fantástica;Castellano;1416;Tapa dura;16/04/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/80/9788445019580.webp;241
402;nf2;LOS DIABLOS;23,95;Alianza Editorial;Novela fantástica;Castellano;808;Tapa blanda;22/05/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/36/9788411489836.webp;242
403;nf3;CATÁBASIS;26,95;Hidra;Novela fantástica;Castellano;648;Tapa dura;01/09/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/91/9791387711191.webp;243
404;nf4;QUE ENTIERREN NUESTROS HUESOS EN LA MEDIANOCHE;26,00;Umbriel;Novela fantástica;Castellano;576;Tapa dura;10/06/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/26/9788410085626.webp;244
405;nf5;UNA MALDICIÓN TALLADA EN HUESO;24,95;Hidra;Novela fantástica;Castellano;448;Tapa dura;22/09/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/91/9788410163591.webp;245
406;nf6;TEMOR A LA LUZ;25,00;Inlov;Novela fantástica;Castellano;624;Tapa dura;05/03/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/37/9788410399037.webp;246
408;nf8;EL CABALLERO DE LOS SIETE REINOS (CANCIÓN DE HIELO Y FUEGO);26,90;Plaza & Janes;Novela fantástica;Castellano;448;Tapa dura;19/06/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/73/9788401036873.webp;248
409;nf9;APRENDIZ DE ASESINO;21,50;Nocturna Ediciones;Novela fantástica;Castellano;448;Tapa blanda;12/05/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/77/9788419680877.webp;249
410;nf10;IMPERIO DE FUEGO AZUL;23,90;B;Novela fantástica;Castellano;512;Tapa blanda;22/05/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/13/9788466682213.webp;250
411;nf11;MUERTE A LA OSCURIDAD;24,00;Inlov;Novela fantástica;Castellano;608;Tapa dura;06/11/2024;2024;https://imagessl3.casadellibro.com/a/l/s7/13/9788410399013.webp;246
412;nf12;LA VOLUNTAD DE MUCHOS;25,95;Editorial Hidra;Novela fantástica;Castellano;800;Tapa dura;19/05/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/42/9788410163942.webp;251
413;nf13;EL SILMARILLION. EDICION ILUSTRADA POR EL AUTOR;50,00;Minotauro;Novela fantástica;Castellano;538;Tapa dura;16/04/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/94/9788445016794.webp;241
414;nf14;ALEGRÍA DE VIVIR. ANTE EL DRAMA DE NUESTRO TIEMPO.;29,90;Nova;Novela fantástica;Castellano;760;Tapa dura;18/11/2021;2021;https://imagessl0.casadellibro.com/a/l/s7/90/9788418037290.webp;252
415;nf15;ATLAS DE LA TIERRA MEDIA;142,50;Minotauro;Novela fantástica;Castellano;216;Tapa dura;10/07/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/35/9788445017135.webp;253
416;nf16;UN TRATO CON EL REY DE LOS ELFOS (TAPA DURA);23,00;Umbriel;Novela fantástica;Castellano;384;Tapa dura;03/06/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/64/9788410085664.webp;254
417;nf17;INDÓMITA;20,90;Siren Books;Novela fantástica;Castellano;576;Tapa blanda;16/09/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/58/9788412854558.webp;255
418;nf18;IMPERIO EN LLAMAS;23,90;B;Novela fantástica;Castellano;512;Tapa blanda;22/05/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/90/9788466682190.webp;250
420;nf20;NACIDOS DE LA BRUMA (TRILOGÍA ORIGINAL MISTBORN (EDICIÓN ILUSTRAD A) 1);29,90;Nova;Novela fantástica;Castellano;672;Tapa dura;25/04/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/51/9788419260451.webp;252
421;nf21;UN DESTINO FORJADO A FUEGO;23,90;Rba Libros;Novela fantástica;Castellano;520;Tapa dura;18/06/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/53/9788411329453.webp;256
422;nf22;EL IMPERIO DEL VAMPIRO;24,95;Nocturna Ediciones;Novela fantástica;Castellano;944;Tapa blanda;19/09/2022;2022;https://imagessl1.casadellibro.com/a/l/s7/71/9788418440571.webp;257
