customer_id;gender;age_group
3337;F;20-39
3338;F;20-39
3339;M;40-59
3340;F;<20
3341;M;40-59
3342;F;<20
3343;M;60+
3344;M;40-59
3345;F;20-39
3346;F;20-39
3347;F;20-39
3348;F;20-39
3349;F;40-59
3350;M;20-39
3351;M;20-39
3352;M;20-39
3353;M;40-59
3354;M;20-39
3355;M;20-39
3356;M;60+
3357;F;20-39
3358;M;20-39
3359;F;60+
3360;F;20-39
3361;M;60+
3362;M;40-59
3363;F;40-59
3364;F;20-39
3365;M;<20
3366;M;20-39
3367;F;<20
3368;F;<20
3369;M;40-59
3370;M;40-59
3371;F;20-39
3372;M;40-59
3373;F;60+
3374;M;40-59
3375;F;40-59
3376;M;40-59
3377;M;20-39
3378;F;20-39
3379;M;60+
3380;F;40-59
3381;M;40-59
3382;F;60+
3383;F;20-39
3384;F;20-39
3385;M;40-59
3386;F;<20
3387;F;40-59
3388;F;40-59
3389;M;40-59
3390;M;20-39
3391;M;40-59
3392;F;<20
3393;F;60+
3394;M;<20
3395;F;60+
3396;F;20-39
3397;M;20-39
3398;M;20-39
3399;F;20-39
3400;F;20-39
3401;M;60+
3402;F;40-59
3403;F;<20
3404;F;40-59
3405;F;60+
3406;F;40-59
3407;F;20-39
3408;M;<20
3409;F;60+
3410;M;20-39
3411;F;20-39
3412;M;40-59
3413;F;20-39
3414;M;40-59
3415;M;<20
3416;M;40-59
3417;F;60+
3418;F;60+
3419;M;60+
3420;F;60+
3421;F;20-39
3422;M;60+
3423;F;60+
3424;M;20-39
3425;M;20-39
3426;F;<20
3427;M;40-59
3428;F;40-59
3429;F;20-39
3430;F;20-39
3431;F;40-59
3432;F;<20
3433;F;60+
3434;M;20-39
3435;M;<20
3436;F;<20
3437;M;60+
3438;M;60+
3439;M;<20
3440;F;<20
3441;M;20-39
3442;M;20-39
3443;M;40-59
3444;M;<20
3445;F;20-39
3446;M;20-39
3447;F;20-39
3448;F;20-39
3449;M;<20
3450;F;20-39
3451;F;<20
3452;F;<20
3453;M;60+
3454;M;20-39
3455;F;20-39
3456;F;<20
3457;F;40-59
3458;F;60+
3459;M;40-59
3460;F;40-59
3461;M;40-59
3462;F;20-39
3463;M;60+
3464;M;40-59
3465;F;<20
3466;F;20-39
3467;F;20-39
3468;M;<20
3469;M;60+
3470;F;<20
3471;M;40-59
3472;M;60+
3473;F;20-39
3474;M;20-39
3475;F;40-59
3476;M;40-59
3477;F;20-39
3478;F;20-39
3479;F;40-59
3480;F;60+
3481;M;20-39
3482;F;20-39
3483;F;60+
3484;F;20-39
3485;F;<20
3486;F;40-59
3487;F;<20
3488;F;20-39
3489;M;40-59
3490;F;40-59
3491;F;20-39
3492;M;20-39
3493;F;40-59
3494;F;40-59
3495;M;40-59
3496;F;40-59
3497;F;40-59
3498;F;60+
3499;M;40-59
3500;F;<20
3501;M;60+
3502;F;60+
3503;M;20-39
3504;F;<20
3505;F;40-59
3506;F;20-39
3507;F;40-59
3508;F;20-39
3509;F;<20
3510;M;20-39
3511;F;60+
3512;F;<20
3513;F;40-59
3514;F;20-39
3515;F;20-39
3516;F;20-39
3517;F;20-39
3518;M;40-59
3519;F;40-59
3520;F;<20
3521;F;20-39
3522;F;40-59
3523;M;40-59
3524;M;20-39
3525;F;40-59
3526;M;<20
3527;M;<20
3528;M;40-59
3529;F;40-59
3530;M;40-59
3531;M;20-39
3532;M;20-39
3533;M;40-59
3534;M;20-39
3535;F;20-39
3536;F;40-59
3537;M;20-39
3538;F;20-39
3539;M;20-39
3540;M;60+
3541;F;20-39
3542;F;<20
3543;F;<20
3544;M;<20
3545;M;20-39
3546;M;40-59
3547;M;<20
3548;F;20-39
3549;M;<20
3550;F;20-39
3551;F;<20
3552;F;40-59
3553;M;40-59
3554;F;40-59
3555;M;20-39
3556;F;60+
3557;F;40-59
3558;F;<20
3559;F;20-39
3560;F;40-59
3561;F;20-39
3562;F;20-39
3563;F;40-59
3564;M;<20
3565;F;60+
3566;F;20-39
3567;F;<20
3568;M;<20
3569;F;20-39
3570;M;60+
3571;F;40-59
3572;M;60+
3573;M;20-39
3574;M;20-39
3575;M;20-39
3576;M;<20
3577;F;60+
3578;M;20-39
3579;F;20-39
3580;M;20-39
3581;F;40-59
3582;F;20-39
3583;M;40-59
3584;F;40-59
3585;F;60+
3586;F;<20
3587;M;20-39
3588;M;20-39
3589;F;60+
3590;M;60+
3591;F;40-59
3592;M;20-39
3593;F;20-39
3594;M;40-59
3595;M;20-39
3596;F;20-39
3597;F;40-59
3598;F;20-39
3599;F;20-39
3600;M;<20
3601;M;20-39
3602;M;40-59
3603;F;20-39
3604;M;<20
3605;F;<20
3606;M;<20
3607;M;40-59
3608;M;40-59
3609;M;20-39
3610;M;20-39
3611;F;<20
3612;M;20-39
3613;F;<20
3614;F;60+
3615;F;<20
3616;F;20-39
3617;M;<20
3618;M;40-59
3619;M;20-39
3620;F;60+
3621;F;<20
3622;M;40-59
3623;M;40-59
3624;F;20-39
3625;F;20-39
3626;F;20-39
3627;F;40-59
3628;F;60+
3629;F;20-39
3630;M;20-39
3631;M;20-39
3632;F;<20
3633;F;40-59
3634;M;20-39
3635;F;20-39
3636;M;60+
3637;F;40-59
3638;M;40-59
3639;F;<20
3640;F;60+
3641;M;40-59
3642;M;20-39
3643;F;<20
3644;M;60+
3645;M;20-39
3646;F;40-59
3647;M;40-59
3648;M;40-59
3649;M;40-59
3650;F;60+
3651;M;20-39
3652;M;20-39
3653;M;40-59
3654;M;20-39
3655;M;40-59
3656;M;40-59
3657;M;20-39
3658;M;40-59
3659;F;20-39
3660;M;60+
3661;M;<20
3662;F;40-59
3663;F;60+
3664;F;20-39
3665;M;20-39
3666;M;20-39
3667;M;20-39
3668;M;20-39
3669;M;<20
3670;F;60+
3671;M;20-39
3672;F;20-39
3673;M;40-59
3674;M;<20
3675;F;<20
3676;F;60+
3677;M;40-59
3678;F;<20
3679;M;40-59
3680;M;20-39
3681;F;<20
3682;M;40-59
3683;M;20-39
3684;M;20-39
3685;M;60+
3686;M;20-39
3687;M;20-39
3688;F;20-39
3689;F;40-59
3690;M;40-59
3691;M;60+
3692;F;20-39
3693;M;40-59
3694;F;40-59
3695;F;20-39
3696;M;<20
3697;M;40-59
3698;M;20-39
3699;M;40-59
3700;M;20-39
3701;F;<20
3702;M;60+
3703;F;40-59
3704;F;20-39
3705;M;40-59
3706;M;20-39
3707;M;40-59
3708;F;<20
3709;M;20-39
3710;F;20-39
3711;F;20-39
3712;F;20-39
3713;F;<20
3714;F;60+
3715;F;<20
3716;F;<20
3717;F;20-39
3718;F;40-59
3719;F;20-39
3720;M;20-39
3721;F;40-59
3722;F;<20
3723;F;60+
3724;M;20-39
3725;F;40-59
3726;F;<20
3727;F;40-59
3728;M;60+
3729;F;<20
3730;F;<20
3731;F;20-39
3732;F;<20
3733;F;60+
3734;F;40-59
3735;M;40-59
3736;F;60+
3737;M;40-59
3738;F;40-59
3739;F;20-39
3740;M;20-39
3741;M;20-39
3742;M;20-39
3743;F;20-39
3744;F;<20
3745;M;20-39
3746;F;20-39
3747;M;20-39
3748;F;20-39
3749;M;20-39
3750;M;20-39
3751;M;40-59
3752;F;40-59
3753;M;20-39
3754;F;<20
3755;M;20-39
3756;M;<20
3757;M;20-39
3758;M;60+
3759;F;20-39
3760;M;20-39
3761;F;40-59
3762;M;20-39
3763;M;<20
3764;M;<20
3765;M;60+
3766;F;<20
3767;F;40-59
3768;M;40-59
3769;F;20-39
3770;F;40-59
3771;F;20-39
3772;F;20-39
3773;F;20-39
3774;F;60+
3775;F;20-39
3776;M;<20
3777;F;60+
3778;M;<20
3779;F;60+
3780;F;40-59
3781;M;40-59
3782;F;40-59
3783;F;40-59
3784;M;<20
3785;F;60+
3786;F;60+
3787;F;60+
3788;M;40-59
3789;M;20-39
3790;F;20-39
3791;M;<20
3792;M;20-39
3793;M;40-59
3794;M;40-59
3795;F;20-39
3796;F;20-39
3797;F;40-59
3798;F;20-39
3799;M;60+
3800;M;40-59
3801;M;<20
3802;M;<20
3803;M;40-59
3804;M;20-39
3805;M;40-59
3806;M;20-39
3807;F;<20
3808;F;20-39
3809;F;40-59
3810;F;60+
3811;F;60+
3812;M;20-39
3813;F;40-59
3814;M;<20
3815;M;40-59
3816;M;60+
3817;M;20-39
3818;M;60+
3819;F;20-39
3820;F;<20
3821;F;20-39
3822;F;60+
3823;F;20-39
3824;M;40-59
3825;F;20-39
3826;F;40-59
3827;M;20-39
3828;M;20-39
3829;F;40-59
3830;F;40-59
3831;M;20-39
3832;F;20-39
3833;M;<20
3834;M;60+
3835;M;40-59
3836;M;40-59
3837;F;40-59
3838;M;40-59
3839;F;<20
3840;M;20-39
3841;F;40-59
3842;F;<20
3843;F;<20
3844;F;40-59
3845;F;60+
3846;F;40-59
3847;F;<20
3848;F;60+
3849;M;<20
3850;M;20-39
3851;M;60+
3852;M;40-59
3853;M;60+
3854;M;40-59
3855;F;40-59
3856;M;20-39
3857;F;20-39
3858;M;60+
3859;F;60+
3860;M;20-39
3861;M;20-39
3862;M;20-39
3863;F;20-39
3864;M;60+
3865;F;<20
3866;M;20-39
3867;F;60+
3868;M;20-39
3869;F;20-39
3870;M;20-39
3871;M;<20
3872;M;20-39
3873;M;<20
3874;M;<20
3875;F;<20
3876;M;20-39
3877;M;<20
3878;F;60+
3879;M;<20
3880;M;20-39
3881;F;60+
3882;F;<20
3883;F;20-39
3884;M;60+
3885;F;20-39
3886;M;20-39
3887;F;40-59
3888;F;40-59
3889;F;20-39
3890;M;<20
3891;M;<20
3892;F;40-59
3893;F;20-39
3894;F;<20
3895;F;20-39
3896;F;60+
3897;M;<20
3898;M;<20
3899;M;20-39
3900;M;40-59
3901;M;20-39
3902;F;60+
3903;F;<20
3904;F;20-39
3905;M;20-39
3906;F;20-39
3907;F;20-39
3908;F;40-59
3909;F;20-39
3910;F;40-59
3911;F;<20
3912;M;20-39
3913;F;20-39
3914;M;20-39
3915;M;<20
3916;M;60+
3917;F;60+
3918;F;40-59
3919;F;60+
3920;M;<20
3921;M;20-39
3922;F;20-39
3923;M;60+
3924;F;20-39
3925;M;20-39
3926;F;40-59
3927;F;<20
3928;F;40-59
3929;M;20-39
3930;F;40-59
3931;F;60+
3932;F;40-59
3933;F;20-39
3934;M;<20
3935;F;<20
3936;M;<20
3937;M;40-59
3938;F;20-39
3939;F;20-39
3940;M;20-39
3941;M;60+
3942;M;<20
3943;M;20-39
3944;F;20-39
3945;M;<20
3946;F;60+
3947;M;<20
3948;M;40-59
3949;F;40-59
3950;M;40-59
3951;M;40-59
3952;F;40-59
3953;F;20-39
3954;F;20-39
3955;M;40-59
3956;F;40-59
3957;F;20-39
3958;F;20-39
3959;M;20-39
3960;M;20-39
3961;M;<20
3962;M;20-39
3963;F;<20
3964;M;40-59
3965;M;40-59
3966;M;20-39
3967;F;40-59
3968;M;<20
3969;M;<20
3970;M;40-59
3971;F;40-59
3972;M;40-59
3973;F;40-59
3974;M;40-59
3975;M;40-59
3976;M;40-59
3977;M;40-59
3978;M;<20
3979;M;<20
3980;F;20-39
3981;M;20-39
3982;M;40-59
3983;F;20-39
3984;M;20-39
3985;M;40-59
3986;M;20-39
3987;M;40-59
3988;M;20-39
3989;F;20-39
3990;F;20-39
3991;F;20-39
3992;M;<20
3993;M;20-39
3994;M;20-39
3995;M;20-39
3996;M;40-59
3997;M;<20
3998;M;20-39
3999;M;<20
4000;M;60+
4001;F;40-59
4002;M;60+
4003;F;60+
4004;M;20-39
4005;F;40-59
4006;M;20-39
4007;M;60+
4008;M;20-39
4009;M;20-39
4010;F;60+
4011;M;40-59
4012;M;60+
4013;F;<20
4014;M;20-39
4015;F;20-39
4016;F;20-39
4017;M;20-39
4018;M;20-39
4019;M;40-59
4020;F;20-39
4021;M;40-59
4022;M;60+
4023;M;40-59
4024;F;20-39
4025;F;20-39
4026;F;<20
4027;F;40-59
4028;F;20-39
4029;M;<20
4030;F;60+
4031;F;40-59
4032;M;60+
4033;F;20-39
4034;F;60+
4035;M;20-39
4036;M;20-39
4037;M;60+
4038;F;60+
4039;M;20-39
4040;F;<20
4041;M;20-39
4042;F;40-59
4043;M;60+
4044;F;20-39
4045;M;<20
4046;M;40-59
4047;M;40-59
4048;M;20-39
4049;M;40-59
4050;F;60+
4051;F;20-39
4052;F;40-59
4053;F;40-59
4054;M;20-39
4055;F;60+
4056;F;40-59
4057;M;20-39
4058;F;<20
4059;M;40-59
4060;F;<20
4061;F;<20
4062;F;20-39
4063;M;40-59
4064;F;60+
4065;M;40-59
4066;F;60+
4067;M;20-39
4068;F;20-39
4069;F;60+
4070;M;20-39
4071;M;40-59
4072;F;20-39
4073;M;20-39
4074;M;40-59
4075;M;20-39
4076;M;<20
4077;F;20-39
4078;F;20-39
4079;M;20-39
4080;M;60+
4081;M;20-39
4082;M;60+
4083;F;20-39
4084;M;<20
4085;F;20-39
4086;F;60+
4087;F;40-59
4088;F;60+
4089;M;20-39
4090;M;40-59
4091;M;40-59
4092;F;60+
4093;F;<20
4094;M;60+
4095;M;20-39
4096;M;40-59
4097;F;20-39
4098;F;20-39
4099;F;20-39
4100;F;40-59
4101;M;20-39
4102;F;20-39
4103;F;20-39
4104;M;40-59
4105;F;20-39
4106;M;40-59
4107;F;20-39
4108;F;40-59
4109;F;40-59
4110;F;40-59
4111;M;40-59
4112;F;20-39
4113;F;20-39
4114;F;40-59
4115;F;<20
4116;M;20-39
4117;F;40-59
4118;F;20-39
4119;M;20-39
4120;M;60+
4121;F;20-39
4122;F;<20
4123;F;<20
4124;M;20-39
4125;F;40-59
4126;M;40-59
4127;F;40-59
4128;M;20-39
4129;F;20-39
4130;F;<20
4131;F;40-59
4132;F;40-59
4133;M;<20
4134;F;40-59
4135;F;40-59
4136;M;20-39
4137;F;40-59
4138;F;40-59
4139;F;<20
4140;F;20-39
4141;M;40-59
4142;F;60+
4143;M;40-59
4144;M;40-59
4145;M;40-59
4146;M;20-39
4147;M;<20
4148;F;20-39
4149;M;60+
4150;M;40-59
4151;M;60+
4152;F;<20
4153;M;20-39
4154;M;40-59
4155;F;20-39
4156;M;20-39
4157;F;40-59
4158;M;40-59
4159;M;40-59
4160;M;20-39
4161;F;20-39
4162;M;<20
4163;F;<20
4164;M;20-39
4165;F;20-39
4166;M;60+
4167;M;20-39
4168;M;<20
4169;F;<20
4170;M;40-59
4171;F;20-39
4172;F;20-39
4173;F;20-39
4174;M;20-39
4175;F;40-59
4176;F;20-39
4177;F;<20
4178;F;40-59
4179;F;20-39
4180;F;40-59
4181;F;<20
4182;M;40-59
4183;F;20-39
4184;M;20-39
4185;F;20-39
4186;F;60+
4187;M;20-39
4188;M;60+
4189;M;60+
4190;M;20-39
4191;M;20-39
4192;F;20-39
4193;F;60+
4194;F;40-59
4195;M;20-39
4196;F;<20
4197;M;60+
4198;F;<20
4199;M;<20
4200;M;20-39
4201;M;20-39
4202;F;60+
4203;M;40-59
4204;F;20-39
4205;F;20-39
4206;F;40-59
4207;M;20-39
4208;M;20-39
4209;M;20-39
4210;M;40-59
4211;F;60+
4212;M;40-59
4213;M;<20
4214;M;40-59
4215;F;20-39
4216;M;60+
4217;F;20-39
4218;M;20-39
4219;F;20-39
4220;F;20-39
4221;M;20-39
4222;M;40-59
4223;M;40-59
4224;M;40-59
4225;M;20-39
4226;F;<20
4227;F;20-39
4228;M;20-39
4229;F;20-39
4230;M;60+
4231;F;60+
4232;M;<20
4233;F;40-59
4234;F;40-59
4235;M;20-39
4236;M;40-59
4237;M;<20
4238;F;<20
4239;F;60+
4240;F;40-59
4241;F;20-39
4242;F;20-39
4243;M;60+
4244;F;20-39
4245;F;60+
4246;M;60+
4247;F;20-39
4248;M;40-59
4249;M;40-59
4250;F;40-59
4251;M;20-39
4252;M;<20
4253;M;20-39
4254;F;40-59
4255;F;40-59
4256;M;40-59
4257;M;40-59
4258;M;<20
4259;F;<20
4260;M;40-59
4261;F;20-39
4262;F;40-59
4263;M;<20
4264;F;20-39
4265;F;60+
4266;F;20-39
4267;M;<20
4268;F;40-59
4269;F;40-59
4270;F;60+
4271;F;60+
4272;M;40-59
4273;F;<20
4274;F;20-39
4275;M;60+
4276;M;20-39
4277;M;60+
4278;F;40-59
4279;M;<20
4280;F;20-39
4281;M;40-59
4282;M;<20
4283;F;20-39
4284;M;40-59
4285;F;<20
4286;M;20-39
4287;F;40-59
4288;M;40-59
4289;F;20-39
4290;F;60+
4291;M;60+
4292;M;20-39
4293;M;<20
4294;F;40-59
4295;F;20-39
4296;M;60+
4297;M;40-59
4298;F;20-39
4299;F;20-39
4300;F;20-39
4301;M;60+
4302;F;20-39
4303;F;60+
4304;M;<20
4305;M;40-59
4306;M;60+
4307;F;20-39
4308;M;<20
4309;F;40-59
4310;F;60+
4311;F;20-39
4312;F;20-39
4313;M;40-59
4314;F;20-39
4315;M;40-59
4316;F;20-39
4317;F;20-39
4318;F;40-59
4319;F;20-39
4320;M;60+
4321;F;40-59
4322;F;20-39
4323;F;20-39
4324;M;20-39
4325;M;40-59
4326;F;40-59
4327;M;40-59
4328;F;20-39
4329;F;20-39
4330;F;<20
4331;M;40-59
4332;F;20-39
4333;M;20-39
4334;M;20-39
4335;F;20-39
4336;M;40-59
4337;M;40-59
4338;M;60+
4339;F;<20
4340;F;40-59
4341;M;<20
4342;M;40-59
4343;F;40-59
4344;M;20-39
4345;F;40-59
4346;F;20-39
4347;F;20-39
4348;F;20-39
4349;F;<20
4350;F;60+
4351;M;40-59
4352;M;40-59
4353;F;60+
4354;M;40-59
4355;F;20-39
4356;F;<20
4357;F;20-39
4358;M;60+
4359;M;60+
4360;F;40-59
4361;M;20-39
4362;F;20-39
4363;F;60+
4364;F;<20
4365;F;40-59
4366;M;20-39
4367;M;20-39
4368;F;40-59
4369;M;60+
4370;M;40-59
4371;M;20-39
4372;M;20-39
4373;F;60+
4374;M;40-59
4375;F;20-39
4376;M;40-59
4377;F;20-39
4378;M;<20
4379;F;60+
4380;M;40-59
4381;F;<20
4382;M;20-39
4383;M;60+
4384;M;40-59
4385;F;40-59
4386;F;<20
4387;M;60+
4388;M;60+
4389;F;20-39
4390;F;20-39
4391;M;40-59
4392;F;40-59
4393;F;40-59
4394;F;60+
4395;M;40-59
4396;M;20-39
4397;M;20-39
4398;F;40-59
4399;M;20-39
4400;F;20-39
4401;F;40-59
4402;F;20-39
4403;M;40-59
4404;M;<20
4405;M;20-39
4406;F;20-39
4407;F;40-59
4408;M;40-59
4409;F;20-39
4410;M;20-39
4411;M;<20
4412;M;40-59
4413;F;60+
4414;M;40-59
4415;M;20-39
4416;F;40-59
4417;F;20-39
4418;M;<20
4419;M;20-39
4420;F;<20
4421;M;20-39
4422;M;40-59
4423;F;20-39
4424;M;40-59
4425;F;60+
4426;M;40-59
4427;M;20-39
4428;M;40-59
4429;M;<20
4430;M;20-39
4431;M;20-39
4432;F;40-59
4433;F;40-59
4434;M;60+
4435;F;40-59
4436;F;20-39
4437;F;40-59
4438;M;60+
4439;M;20-39
4440;M;60+
4441;M;60+
4442;M;20-39
4443;F;<20
4444;F;20-39
4445;M;40-59
4446;M;<20
4447;M;20-39
4448;M;40-59
4449;F;60+
4450;M;60+
4451;F;40-59
4452;F;20-39
4453;F;<20
4454;F;40-59
4455;F;20-39
4456;M;20-39
4457;M;60+
4458;F;20-39
4459;M;40-59
4460;F;40-59
4461;M;40-59
4462;M;20-39
4463;M;20-39
4464;F;20-39
4465;M;40-59
4466;M;20-39
4467;M;20-39
4468;F;40-59
4469;F;<20
4470;M;20-39
4471;F;20-39
4472;M;20-39
4473;F;<20
4474;M;20-39
4475;M;60+
4476;F;60+
4477;F;40-59
4478;M;40-59
4479;F;40-59
4480;F;60+
4481;M;20-39
4482;F;<20
4483;F;40-59
4484;M;60+
4485;F;20-39
4486;M;20-39
4487;F;20-39
4488;M;20-39
4489;M;40-59
4490;F;20-39
4491;F;60+
4492;F;40-59
4493;F;<20
4494;M;40-59
4495;M;40-59
4496;M;20-39
4497;M;20-39
4498;M;40-59
4499;F;20-39
4500;F;<20
4501;M;20-39
4502;M;20-39
4503;F;40-59
4504;M;20-39
4505;M;40-59
4506;M;20-39
4507;M;40-59
4508;M;20-39
4509;F;60+
4510;M;60+
4511;F;20-39
4512;F;40-59
4513;F;20-39
4514;M;40-59
4515;M;40-59
4516;M;20-39
4517;M;20-39
4518;M;20-39
4519;F;40-59
4520;M;40-59
4521;M;<20
4522;M;20-39
4523;F;20-39
4524;F;40-59
4525;F;<20
4526;F;20-39
4527;F;60+
4528;F;20-39
4529;M;40-59
4530;F;20-39
4531;F;20-39
4532;M;40-59
4533;F;20-39
4534;M;20-39
4535;F;60+
4536;M;60+
4537;F;40-59
4538;F;<20
4539;M;<20
4540;M;20-39
4541;M;60+
4542;M;40-59
4543;F;20-39
4544;M;60+
4545;M;<20
4546;M;20-39
4547;F;20-39
4548;M;20-39
4549;F;60+
4550;M;60+
4551;M;<20
4552;F;20-39
4553;M;40-59
4554;F;<20
4555;M;20-39
4556;F;40-59
4557;F;20-39
4558;F;20-39
4559;M;20-39
4560;F;60+
4561;F;20-39
4562;M;40-59
4563;M;20-39
4564;F;40-59
4565;M;<20
4566;F;<20
4567;F;40-59
4568;M;40-59
4569;F;20-39
4570;F;20-39
4571;M;60+
4572;F;<20
4573;M;20-39
4574;M;20-39
4575;F;20-39
4576;M;40-59
4577;F;40-59
4578;M;20-39
4579;M;40-59
4580;M;20-39
4581;F;40-59
4582;F;<20
4583;F;20-39
4584;F;40-59
4585;F;20-39
4586;F;<20
4587;F;20-39
4588;F;40-59
4589;F;<20
4590;F;40-59
4591;M;40-59
4592;F;40-59
4593;F;20-39
4594;M;40-59
4595;M;20-39
4596;F;60+
4597;M;40-59
4598;M;<20
4599;M;40-59
4600;M;20-39
4601;F;20-39
4602;F;20-39
4603;F;40-59
4604;F;40-59
4605;F;60+
4606;M;20-39
4607;F;40-59
4608;M;40-59
4609;M;40-59
4610;F;20-39
4611;F;20-39
4612;M;40-59
4613;F;20-39
4614;M;20-39
4615;M;20-39
4616;M;20-39
4617;M;<20
4618;F;<20
4619;M;40-59
4620;F;60+
4621;M;20-39
4622;F;<20
4623;F;40-59
4624;F;20-39
4625;M;60+
4626;F;20-39
4627;F;20-39
4628;M;20-39
4629;M;20-39
4630;M;40-59
4631;M;<20
4632;M;60+
4633;M;40-59
4634;M;60+
4635;F;60+
4636;M;20-39
4637;M;20-39
4638;F;60+
4639;M;20-39
4640;M;<20
4641;M;20-39
4642;M;20-39
4643;M;60+
4644;M;20-39
4645;M;40-59
4646;F;60+
4647;F;20-39
4648;M;40-59
4649;M;<20
4650;M;<20
4651;F;<20
4652;F;20-39
4653;M;20-39
4654;M;20-39
4655;M;20-39
4656;F;<20
4657;F;40-59
4658;M;<20
4659;F;40-59
4660;M;60+
4661;F;40-59
4662;F;40-59
4663;M;40-59
4664;M;40-59
4665;F;60+
4666;M;60+
4667;F;20-39
4668;M;40-59
4669;F;40-59
4670;M;<20
4671;M;20-39
4672;M;40-59
4673;M;40-59
4674;M;20-39
4675;F;20-39
4676;M;20-39
4677;M;20-39
4678;M;60+
4679;M;60+
4680;F;20-39
4681;F;20-39
4682;M;40-59
4683;F;40-59
4684;F;20-39
4685;F;20-39
4686;M;<20
4687;M;40-59
4688;M;40-59
4689;F;20-39
4690;F;60+
4691;M;40-59
4692;M;60+
4693;F;20-39
4694;F;20-39
4695;M;60+
4696;F;60+
4697;M;60+
4698;M;40-59
4699;F;20-39
4700;F;20-39
4701;F;20-39
4702;M;60+
4703;M;20-39
4704;M;40-59
4705;M;60+
4706;M;60+
4707;M;60+
4708;M;20-39
4709;M;20-39
4710;M;60+
4711;F;20-39
4712;M;20-39
4713;F;60+
4714;F;40-59
4715;F;20-39
4716;M;<20
4717;M;20-39
4718;F;60+
4719;F;40-59
4720;M;20-39
4721;M;20-39
4722;F;60+
4723;M;60+
4724;F;20-39
4725;M;40-59
4726;M;20-39
4727;F;20-39
4728;M;20-39
4729;F;20-39
4730;M;40-59
4731;M;20-39
4732;F;20-39
4733;M;<20
4734;M;<20
4735;F;40-59
4736;F;20-39
4737;F;<20
4738;M;60+
4739;M;20-39
4740;F;60+
4741;M;40-59
4742;M;40-59
4743;F;20-39
4744;M;20-39
4745;M;60+
4746;M;40-59
4747;M;20-39
4748;F;40-59
4749;F;20-39
4750;M;60+
4751;M;40-59
4752;F;<20
4753;M;60+
4754;M;60+
4755;F;40-59
4756;F;<20
4757;M;40-59
4758;F;40-59
4759;M;20-39
4760;F;60+
4761;F;40-59
4762;F;60+
4763;F;40-59
4764;F;20-39
4765;M;60+
4766;M;40-59
4767;F;20-39
4768;F;20-39
4769;M;<20
4770;F;40-59
4771;F;20-39
4772;M;60+
4773;M;60+
4774;M;40-59
4775;M;20-39
4776;M;40-59
4777;M;<20
4778;M;40-59
4779;M;20-39
4780;F;60+
4781;M;20-39
4782;F;20-39
4783;F;60+
4784;F;20-39
4785;F;60+
4786;F;60+
4787;M;20-39
4788;F;20-39
4789;M;20-39
4790;F;60+
4791;M;60+
4792;M;20-39
4793;M;40-59
4794;F;20-39
4795;M;40-59
4796;M;40-59
4797;M;60+
4798;M;20-39
4799;F;20-39
4800;F;20-39
4801;M;<20
4802;M;20-39
4803;M;60+
4804;M;20-39
4805;F;20-39
4806;F;40-59
4807;M;20-39
4808;F;20-39
4809;M;60+
4810;F;<20
4811;F;20-39
4812;F;40-59
4813;F;20-39
4814;F;20-39
4815;M;20-39
4816;M;20-39
4817;M;60+
4818;F;20-39
4819;F;20-39
4820;F;20-39
4821;F;60+
4822;M;<20
4823;F;60+
4824;F;20-39
4825;M;60+
4826;M;20-39
4827;M;<20
4828;M;20-39
4829;F;20-39
4830;F;40-59
4831;F;40-59
4832;M;40-59
4833;F;20-39
4834;F;40-59
4835;M;20-39
4836;F;60+
4837;M;40-59
4838;M;40-59
4839;M;60+
4840;M;40-59
4841;F;20-39
4842;M;20-39
4843;M;40-59
4844;M;20-39
4845;M;<20
4846;M;40-59
4847;M;<20
4848;F;40-59
4849;M;<20
4850;F;20-39
4851;M;60+
4852;F;<20
4853;F;40-59
4854;M;40-59
4855;M;60+
4856;F;20-39
4857;M;40-59
4858;F;20-39
4859;M;20-39
4860;M;20-39
4861;F;20-39
4862;F;20-39
4863;M;<20
4864;F;20-39
4865;F;40-59
4866;M;20-39
4867;M;20-39
4868;M;20-39
4869;M;20-39
4870;F;40-59
4871;M;60+
4872;M;20-39
4873;F;40-59
4874;F;<20
4875;F;60+
4876;F;20-39
4877;M;20-39
4878;F;20-39
4879;M;<20
4880;M;40-59
4881;M;20-39
4882;F;20-39
4883;F;20-39
4884;M;60+
4885;F;40-59
4886;F;60+
4887;M;60+
4888;F;60+
4889;M;20-39
4890;F;20-39
4891;M;20-39
4892;M;20-39
4893;M;40-59
4894;M;<20
4895;F;<20
4896;M;40-59
4897;M;<20
4898;F;<20
4899;F;<20
4900;F;40-59
4901;F;<20
4902;M;<20
4903;M;20-39
4904;F;40-59
4905;F;20-39
4906;F;<20
4907;F;60+
4908;M;60+
4909;F;20-39
4910;M;20-39
4911;M;20-39
4912;M;40-59
4913;M;20-39
4914;F;60+
4915;M;40-59
4916;F;40-59
4917;F;<20
4918;F;60+
4919;F;40-59
4920;M;40-59
4921;M;<20
4922;M;40-59
4923;M;40-59
4924;F;60+
4925;M;40-59
4926;M;20-39
4927;M;20-39
4928;M;40-59
4929;F;60+
4930;M;40-59
4931;F;20-39
4932;F;<20
4933;F;40-59
4934;M;60+
4935;F;<20
4936;M;20-39
4937;M;60+
4938;F;20-39
4939;F;20-39
4940;M;20-39
4941;F;20-39
4942;M;<20
4943;F;40-59
4944;F;40-59
4945;F;40-59
4946;F;40-59
4947;F;<20
